[475;413#2598
 499;378#2566
 264;385#1789
 278;283#1503
 153;237#1097
 207;356#1528
 325;76#1188
 243;23#915
 357;256#1661
 289;413#1960
 6;144#631
 143;483#1846
 330;144#1312
 465;378#2442
 61;306#1118
 367;107#1364
 86;164#784
 477;480#2869
 239;140#1043
 317;214#1407
 126;304#1221
 378;196#1570
 246;248#1334
 262;26#965
 6;201#800
 21;64#349
 70;421#1503
 369;441#2349
 105;260#1059
 268;4#1006
 77;277#1052
 332;29#1184
 287;52#1058
 342;247#1587
 277;366#1763
 327;77#1190
 137;237#1047
 247;367#1695
 424;71#1510
 313;143#1276
 10;480#1673
 231;18#870
 20;299#1083
 325;93#1209
 37;249#947
 210;299#1358
 254;375#1732
 279;103#1094
 406;154#1587
 45;437#1532
 206;379#1598
 429;45#1489
 416;178#1665
 405;33#1416
 349;475#2380
 387;1#1360
 53;395#1393
 252;78#1001
 212;46#845
 63;401#1426
 457;399#2485
 184;310#1318
 377;246#1694
 471;319#2265
 233;59#923
 37;316#1145
 278;357#1739
 316;364#1877
 7;96#479
 369;241#1657
 158;131#864
 250;349#1636
 344;91#1274
 374;54#1327
 114;248#1037
 345;146#1361
 81;322#1198
 233;492#2110
 293;492#2250
 147;77#698
 294;310#1627
 143;146#851
 208;307#1382
 107;99#703
 460;59#1601
 23;65#354
 153;491#1886
 15;56#296
 171;465#1826
 290;68#1069
 214;95#905
 121;43#571
 474;370#2448
 466;318#2262
 78;404#1429
 269;152#1161
 341;302#1765
 498;309#2302
 421;233#1810
 26;190#770
 405;206#1695
 323;453#2217
 414;78#1488
 283;173#1226
 72;218#879
 217;140#1001
 266;45#993
 151;82#721
 96;492#1751
 124;211#973
 310;368#1871
 38;208#824
 225;85#923
 313;120#1199
 357;280#1745
 81;85#589
 103;255#1039
 327;48#1175
 190;122#903
 295;55#1078
 394;193#1617
 301;390#1916
 359;10#1256
 162;154#920
 99;422#1522
 292;62#1061
 190;289#1283
 43;408#1437
 84;185#828
 77;347#1261
 33;59#338
 290;94#1103
 152;486#1867
 99;26#496
 466;495#2865
 215;247#1255
 11;133#597
 468;134#1770
 134;197#967
 353;286#1745
 270;63#1013
 269;340#1655
 340;394#2076
 396;205#1645
 494;169#1934
 322;479#2311
 240;468#2027
 186;378#1560
 271;458#2056
 337;277#1665
 213;68#874
 437;305#2103
 211;459#1916
 473;381#2481
 241;493#2129
 309;142#1260
 453;37#1586
 134;376#1436
 364;326#1905
 38;33#258
 110;5#526
 19;43#250
 392;354#2089
 70;443#1574
 435;377#2311
 326;293#1692
 246;87#977
 167;9#721
 483;194#1937
 418;440#2470
 423;456#2572
 225;13#864
 406;15#1402
 441;151#1704
 469;282#2119
 224;218#1188
 315;364#1875
 80;174#788
 45;228#891
 242;461#2015
 249;299#1467
 416;252#1846
 44;293#1080
 207;301#1356
 495;83#1756
 0;46#243
 3;222#865
 153;377#1488
 371;146#1439
 441;455#2622
 128;136#796
 390;234#1699
 431;135#1637
 123;294#1180
 44;305#1118
 295;94#1118
 10;326#1156
 485;353#2438
 381;293#1855
 419;328#2100
 47;430#1501
 216;455#1905
 16;132#584
 29;375#1325
 74;207#864
 30;328#1186
 239;262#1336
 118;149#804
 234;29#888
 263;61#995
 16;301#1079
 167;454#1777
 336;15#1182
 497;318#2330
 47;25#271
 404;151#1564
 0;155#662
 135;283#1178
 462;12#1607
 354;4#1236
 284;90#1090
 204;195#1080
 409;372#2212
 149;315#1280
 491;48#1683
 492;412#2659
 9;168#694
 335;169#1374
 40;133#604
 93;147#758
 170;237#1153
 83;140#717
 387;222#1653
 466;0#1616
 474;236#2010
 141;13#632
 382;230#1659
 133;422#1593
 8;403#1409
 172;86#783
 183;241#1180
 351;76#1267
 175;27#735
 88;130#701
 71;221#886
 395;446#2424
 349;42#1236
 83;453#1613
 71;116#643
 296;209#1326
 403;288#1918
 333;3#1188
 461;276#2073
 316;30#1139
 149;438#1683
 84;499#1775
 155;342#1384
 8;490#1716
 390;147#1499
 307;360#1838
 287;148#1196
 256;399#1804
 302;283#1586
 453;104#1631
 339;196#1433
 405;292#1928
 250;165#1117
 81;364#1312
 240;162#1081
 485;112#1762
 176;23#725
 122;205#953
 137;380#1448
 216;428#1808
 296;74#1094
 225;449#1908
 51;90#520
 284;302#1563
 472;378#2469
 155;28#665
 382;378#2146
 433;118#1613
 91;272#1053
 206;439#1823
 399;20#1395
 400;138#1524
 294;268#1517
 356;286#1750
 15;373#1293
 205;192#1089
 58;195#807
 102;298#1144
 26;98#502
 145;324#1315
 78;175#787
 283;363#1765
 268;335#1639
 388;370#2137
 94;154#766
 113;180#880
 4;389#1369
 281;47#1037
 454;18#1580
 44;439#1537
 428;186#1732
 445;297#2107
 120;2#560
 449;111#1636
 181;267#1229
 68;269#1019
 190;384#1592
 171;146#928
 490;347#2430
 215;461#1939
 341;352#1915
 359;240#1621
 39;315#1135
 458;489#2812
 476;229#2012
 439;215#1838
 344;150#1361
 465;331#2282
 189;242#1189
 213;173#1075
 257;241#1342
 487;391#2556
 328;366#1929
 402;91#1441
 238;164#1096
 272;187#1209
 419;22#1458
 128;469#1750
 207;118#924
 280;257#1445
 241;112#1009
 20;287#1066
 257;199#1223
 287;357#1769
 336;326#1823
 23;355#1254
 156;386#1524
 344;348#1921
 119;395#1461
 497;280#2215
 16;262#983
 59;332#1211
 158;29#672
 149;123#823
 313;297#1647
 347;202#1465
 372;457#2409
 487;133#1819
 294;76#1095
 193;348#1464
 281;479#2165
 208;123#938
 368;308#1848
 335;203#1436
 259;451#1993
 439;403#2426
 452;411#2508
 373;421#2256
 493;172#1941
 251;402#1800
 160;386#1529
 271;41#1011
 325;81#1200
 465;113#1698
 464;382#2449
 339;452#2274
 217;448#1893
 494;479#2913
 33;39#265
 408;54#1427
 377;101#1387
 343;354#1927
 443;45#1532
 131;195#952
 166;308#1289
 23;70#380
 324;456#2230
 282;58#1036
 148;250#1110
 373;464#2437
 462;163#1808
 465;141#1779
 203;314#1385
 260;371#1739
 327;369#1933
 399;23#1400
 361;254#1678
 125;43#599
 121;413#1522
 339;498#2417
 399;126#1507
 265;398#1836
 313;412#2044
 267;88#1047
 360;357#2006
 326;53#1171
 231;272#1350
 341;395#2085
 355;135#1366
 244;68#964
 401;438#2410
 330;204#1423
 465;462#2746
 93;252#1011
 151;195#996
 135;461#1735
 106;484#1756
 400;439#2408
 139;369#1426
 119;230#1001
 397;106#1462
 14;4#82
 348;182#1445
 426;108#1553
 314;59#1135
 76;452#1601
 62;498#1758
 233;356#1610
 390;73#1395
 219;486#2030
 242;134#1047
 487;199#1956
 298;306#1626
 308;139#1247
 263;444#1979
 262;96#1032
 0;277#1023
 319;456#2204
 41;152#655
 25;421#1462
 406;419#2353
 486;97#1742
 417;228#1778
 333;35#1187
 262;332#1626
 73;319#1175
 438;435#2540
 397;314#1972
 330;146#1313
 23;265#991
 60;467#1651
 336;391#2055
 128;111#743
 62;223#891
 290;89#1104
 81;294#1098
 439;319#2143
 7;136#617
 414;175#1648
 267;474#2118
 282;136#1169
 274;444#2019
 222;480#2023
 393;141#1509
 312;137#1256
 29;132#590
 441;338#2211
 87;208#890
 17;224#854
 450;365#2342
 346;330#1854
 66;35#386
 426;314#2083
 362;100#1332
 400;320#1995
 42;48#333
 210;488#2005
 57;224#884
 100;127#714
 485;396#2574
 203;152#994
 343;165#1403
 220;111#940
 177;278#1231
 66;247#964
 178;295#1263
 285;326#1654
 320;72#1160
 266;177#1174
 87;405#1457
 34;149#643
 206;289#1333
 2;68#335
 306;213#1379
 123;6#568
 45;230#900
 478;402#2569
 299;82#1124
 261;269#1412
 347;306#1783
 169;233#1137
 35;142#617
 183;23#752
 414;2#1441
 317;348#1835
 409;31#1432
 281;279#1512
 236;238#1269
 223;434#1855
 83;478#1710
 467;320#2266
 446;292#2086
 318;394#1992
 61;385#1372
 317;402#2016
 372;172#1501
 194;174#1019
 425;245#1844
 225;307#1436
 138;229#1037
 360;413#2211
 481;223#2004
 37;27#231
 115;284#1144
 403;446#2436
 33;55#328
 373;62#1324
 394;0#1375
 28;375#1321
 248;489#2131
 455;380#2409
 207;408#1706
 407;481#2600
 393;9#1373
 61;54#402
 164;447#1744
 6;294#1072
 405;385#2231
 438;170#1725
 306;95#1155
 108;24#525
 75;406#1435
 446;188#1785
 460;168#1794
 182;159#956
 39;98#525
 62;489#1723
 16;498#1716
 123;308#1221
 46;54#372
 442;128#1674
 59;324#1178
 384;429#2327
 164;250#1156
 263;100#1043
 167;188#1002
 157;42#689
 163;90#772
 71;58#461
 344;430#2213
 282;36#1042
 141;44#644
 311;430#2080
 151;321#1310
 261;250#1366
 496;254#2151
 383;460#2442
 158;273#1167
 331;441#2206
 265;144#1128
 271;353#1707
 486;60#1696
 305;267#1536
 404;249#1799
 265;437#1965
 156;395#1542
 157;274#1172
 315;441#2143
 127;46#593
 198;26#794
 276;34#1021
 20;251#940
 141;204#1003
 460;374#2401
 457;266#2036
 449;313#2176
 300;345#1767
 3;49#246
 354;39#1257
 257;481#2112
 291;328#1674
 461;446#2676
 119;149#805
 496;463#2856
 328;204#1424
 171;187#1002
 379;184#1553
 255;383#1761
 170;459#1796
 446;151#1717
 233;305#1456
 423;11#1455
 60;176#744
 196;18#777
 382;174#1548
 368;226#1607
 117;14#551
 139;15#624
 255;21#942
 98;356#1285
 193;128#929
 389;384#2190
 37;159#688
 6;316#1135
 92;170#810
 447;105#1606
 412;136#1559
 298;135#1211
 229;163#1093
 462;256#2025
 421;189#1711
 293;60#1065
 382;198#1589
 453;194#1822
 195;219#1114
 377;470#2483
 332;142#1309
 352;151#1386
 345;132#1329
 66;60#455
 72;44#443
 201;75#840
 216;19#823
 47;4#256
 306;47#1113
 462;456#2711
 274;152#1169
 411;388#2262
 451;447#2639
 189;259#1245
 145;70#678
 21;196#782
 352;286#1737
 360;257#1679
 144;472#1801
 268;401#1842
 104;314#1181
 174;118#856
 407;288#1934
 39;79#442
 110;459#1678
 259;66#992
 340;388#2051
 49;16#267
 369;442#2354
 6;466#1623
 30;274#1014
 373;303#1846
 281;207#1282
 487;349#2422
 125;343#1323
 390;13#1356
 185;458#1825
 317;215#1415
 231;15#886
 468;84#1651
 411;169#1627
 112;196#919
 418;281#1951
 49;66#433
 309;461#2203
 4;71#350
 443;40#1548
 280;477#2156
 14;109#522
 228;33#871
 353;463#2384
 31;312#1139
 164;419#1641
 25;40#245
 267;401#1848
 413;119#1544
 349;272#1698
 6;291#1061
 51;4#269
 267;214#1291
 387;257#1768
 91;256#1018
 271;73#1040
 357;151#1400
 269;280#1464
 237;486#2093
 137;437#1652
 84;434#1536
 1;473#1655
 103;226#959
 334;102#1242
 76;97#621
 414;346#2138
 169;154#933
 285;111#1125
 218;453#1905
 36;294#1075
 472;375#2469
 339;377#2006
 11;211#817
 284;218#1335
 475;284#2156
 253;127#1073
 284;429#1990
 216;435#1830
 176;439#1731
 477;411#2608
 289;21#1054
 345;61#1231
 118;203#936
 110;280#1120
 299;155#1241
 453;488#2782
 312;72#1146
 367;285#1778
 123;265#1096
 367;483#2483
 105;48#547
 423;265#1921
 245;477#2077
 398;430#2370
 126;230#1016
 137;145#833
 300;211#1347
 249;179#1155
 449;361#2331
 336;324#1813
 419;380#2277
 404;1#1410
 152;79#721
 239;9#918
 114;49#574
 359;275#1728
 358;435#2288
 466;29#1629
 250;428#1879
 409;385#2248
 297;19#1079
 8;220#846
 58;408#1437
 447;46#1542
 342;250#1594
 78;447#1587
 441;180#1757
 480;381#2524
 441;439#2564
 474;289#2167
 490;30#1710
 479;125#1765
 134;353#1369
 235;141#1039
 247;424#1857
 330;246#1544
 171;238#1158
 361;313#1852
 458;189#1830
 283;51#1048
 161;399#1566
 98;404#1451
 248;147#1082
 444;27#1549
 290;319#1651
 151;347#1398
 400;406#2306
 181;204#1057
 132;342#1331
 104;184#867
 172;295#1250
 387;150#1499
 97;284#1109
 496;316#2318
 208;193#1102
 368;443#2350
 226;168#1090
 135;386#1471
 185;50#771
 111;66#604
 448;126#1682
 256;383#1767
 120;405#1503
 235;399#1743
 73;277#1048
 80;100#643
 337;198#1418
 262;159#1137
 113;49#573
 0;257#964
 350;333#1882
 380;40#1339
 215;66#875
 192;375#1552
 286;48#1048
 328;268#1605
 418;201#1713
 231;54#902
 460;79#1625
 393;326#1987
 192;396#1636
 200;18#784
 224;340#1533
 290;163#1228
 220;493#2065
 269;78#1039
 476;95#1704
 437;480#2700
 145;345#1380
 453;486#2773
 43;291#1076
 332;183#1404
 124;191#920
 110;15#535
 319;125#1234
 472;379#2475
 95;396#1430
 99;135#720
 89;163#801
 17;375#1300
 235;228#1247
 402;185#1638
 8;232#880
 147;234#1081
 140;163#883
 48;245#932
 481;481#2881
 229;93#933
 322;416#2087
 225;217#1189
 324;462#2237
 313;91#1183
 31;414#1449
 474;460#2771
 66;338#1221
 165;292#1236
 12;139#607
 105;112#717
 205;166#1027
 389;54#1365
 341;212#1483
 411;144#1580
 47;175#720
 391;120#1467
 70;214#879
 15;330#1169
 214;467#1947
 252;480#2103
 55;109#580
 85;229#936
 332;426#2147
 355;180#1461
 389;235#1695
 192;244#1210
 38;285#1050
 111;299#1164
 269;227#1343
 128;414#1555
 396;236#1732
 89;404#1444
 245;352#1629
 269;240#1383
 450;182#1788
 149;233#1084
 161;484#1878
 35;295#1084
 487;356#2456
 158;258#1149
 157;353#1414
 499;218#2060
 114;431#1593
 134;263#1114
 352;389#2087
 394;22#1378
 303;300#1627
 40;449#1572
 427;403#2386
 92;293#1112
 14;393#1364
 420;50#1458
 460;495#2842
 73;107#616
 415;110#1530
 38;274#1015
 149;446#1711
 363;353#1999
 73;117#652
 1;104#503
 98;390#1407
 75;97#621
 226;401#1745
 82;462#1641
 1;189#767
 43;59#383
 238;195#1192
 113;356#1331
 136;64#663
 347;451#2308
 22;377#1318
 285;356#1757
 322;1#1147
 472;301#2190
 388;462#2479
 342;244#1573
 437;91#1568
 81;341#1250
 164;122#841
 319;136#1262
 486;182#1931
 356;113#1331
 380;112#1423
 182;223#1130
 133;395#1492
 314;137#1265
 408;101#1479
 435;495#2748
 293;189#1263
 69;222#901
 137;365#1409
 432;69#1519
 115;355#1336
 234;300#1440
 308;181#1319
 339;27#1191
 430;193#1749
 346;398#2100
 184;265#1233
 97;198#884
 385;399#2223
 249;40#942
 340;123#1297
 212;402#1695
 302;166#1276
 28;165#689
 42;120#589
 382;444#2383
 118;436#1614
 66;177#766
 211;231#1190
 145;441#1686
 53;431#1516
 154;413#1600
 335;180#1400
 361;279#1750
 385;459#2453
 210;276#1314
 394;167#1560
 262;329#1615
 129;369#1399
 428;376#2281
 72;282#1056
 268;242#1386
 469;264#2083
 351;75#1264
 35;444#1549
 378;290#1839
 172;279#1218
 348;334#1882
 338;216#1489
 131;496#1862
 143;314#1285
 443;80#1574
 423;107#1542
 288;114#1139
 76;377#1347
 262;375#1756
 472;452#2736
 383;97#1402
 39;320#1150
 228;28#880
 487;403#2606
 130;492#1847
 358;281#1750
 123;272#1119
 464;191#1853
 60;439#1548
 86;450#1595
 161;77#725
 334;213#1465
 350;58#1251
 391;114#1463
 400;350#2099
 451;349#2295
 313;492#2311
 81;163#774
 125;404#1511
 409;472#2577
 145;293#1208
 304;402#1979
 106;81#645
 284;367#1788
 372;396#2162
 437;152#1693
 170;375#1527
 352;408#2166
 375;15#1318
 12;148#630
 395;353#2090
 178;134#903
 64;16#337
 15;121#551
 402;108#1490
 331;324#1794
 363;470#2421
 158;196#1000
 58;390#1384
 470;68#1645
 495;382#2571
 368;120#1390
 279;347#1703
 257;127#1081
 233;271#1356
 107;24#524
 345;8#1205
 405;345#2095
 423;421#2423
 36;108#543
 22;428#1483
 192;340#1433
 225;349#1557
 492;219#2030
 49;322#1167
 463;165#1806
 188;342#1433
 286;381#1854
 207;429#1797
 179;322#1349
 343;356#1935
 226;88#919
 196;292#1302
 11;434#1497
 277;132#1155
 91;416#1495
 363;316#1880
 29;93#484
 343;46#1215
 295;79#1114
 274;94#1054
 146;7#649
 211;16#822
 452;25#1579
 68;280#1050
 1;259#970
 98;302#1144
 356;320#1861
 6;414#1436
 11;207#812
 243;292#1434
 68;392#1386
 242;39#914
 289;8#1044
 131;248#1063
 276;111#1111
 3;65#318
 492;243#2093
 196;281#1298
 337;55#1210
 139;348#1364
 277;48#1024
 75;342#1242
 53;256#973
 494;286#2241
 323;340#1809
 104;33#528
 389;120#1462
 169;377#1532
 347;349#1938
 383;147#1480
 387;255#1757
 112;331#1255
 371;147#1437
 298;302#1613
 373;419#2245
 481;74#1701
 6;56#286
 104;495#1787
 392;484#2577
 258;397#1800
 202;471#1918
 374;0#1316
 415;58#1474
 132;92#705
 262;142#1117
 123;118#754
 308;152#1266
 348;209#1485
 112;239#1006
 424;444#2514
 11;188#749
 437;317#2138
 435;480#2693
 98;125#713
 339;126#1300
 180;199#1039
 95;173#835
 233;269#1343
 304;205#1349
 220;487#2037
 305;275#1567
 110;436#1603
 324;210#1417
 250;93#989
 51;160#692
 172;13#726
 179;168#964
 9;160#667
 21;137#598
 119;467#1729
 128;92#707
 493;465#2855
 299;458#2146
 310;193#1326
 475;211#1938
 170;409#1623
 469;330#2296
 126;412#1542
 108;233#986
 8;314#1127
 442;421#2501
 322;19#1144
 167;295#1242
 193;395#1631
 279;474#2141
 93;21#470
 293;22#1063
 169;349#1430
 64;465#1645
 297;273#1536
 210;274#1313
 163;3#709
 93;25#476
 90;210#899
 226;187#1139
 460;80#1628
 391;106#1444
 135;419#1591
 301;261#1517
 188;368#1531
 131;263#1113
 267;217#1302
 234;309#1472
 450;427#2548
 232;36#882
 204;438#1823
 145;323#1310
 491;408#2638
 246;424#1861
 199;345#1464
 47;49#342
 34;269#997
 337;0#1200
 78;463#1644
 276;479#2158
 429;261#1925
 147;144#854
 355;486#2439
 218;65#892
 489;184#1947
 354;166#1434
 331;387#2020
 411;13#1422
 156;329#1341
 40;419#1472
 107;283#1121
 10;435#1507
 479;40#1660
 63;340#1215
 454;430#2585
 348;147#1371
 163;252#1156
 160;438#1705
 14;193#759
 434;383#2328
 494;343#2413
 179;376#1540
 253;230#1308
 301;207#1349
 307;367#1862
 274;449#2029
 456;26#1589
 361;209#1534
 87;425#1520
 267;34#996
 487;81#1731
 362;111#1355
 170;299#1265
 307;0#1102
 305;13#1080
 72;176#781
 211;246#1236
 239;225#1252
 215;394#1684
 265;172#1162
 497;490#2964
 135;144#826
 178;308#1306
 87;464#1651
 309;236#1447
 101;51#545
 293;316#1642
 187;112#879
 15;75#384
 482;38#1672
 248;225#1285
 483;308#2243
 32;181#746
 81;286#1074
 173;101#825
 263;152#1136
 84;456#1619
 65;381#1351
 281;309#1594
 490;381#2547
 204;332#1454
 497;193#1987
 494;57#1722
 401;367#2164
 27;487#1690
 272;20#992
 145;163#892
 220;299#1389
 128;49#608
 297;406#1962
 288;218#1341
 25;85#452
 198;258#1226
 78;87#606
 248;235#1305
 271;484#2167
 239;238#1273
 368;158#1459
 157;450#1734
 342;170#1403
 437;476#2673
 157;104#785
 498;171#1948
 50;133#643
 32;179#741
 357;233#1599
 321;225#1457
 248;63#964
 442;59#1543
 165;111#826
 187;409#1658
 391;220#1664
 128;308#1231
 416;470#2596
 196;188#1047
 89;148#754
 274;65#1021
 67;153#709
 437;270#1980
 142;317#1294
 82;87#610
 283;473#2143
 408;64#1440
 126;213#983
 421;276#1941
 324;291#1675
 131;466#1741
 89;388#1402
 291;353#1760
 306;303#1647
 479;465#2811
 80;160#764
 443;182#1768
 234;326#1527
 200;297#1326
 76;184#798
 290;339#1713
 60;382#1361
 395;249#1762
 250;193#1192
 142;449#1706
 450;460#2686
 369;447#2370
 337;239#1551
 83;378#1367
 389;155#1515
 468;315#2245
 53;5#282
 246;288#1428
 224;262#1308
 131;345#1335
 43;107#555
 121;362#1369
 375;455#2421
 448;112#1632
 198;222#1128
 315;468#2241
 131;296#1199
 191;32#789
 260;112#1066
 436;475#2669
 415;82#1484
 172;91#791
 432;73#1526
 245;7#936
 93;18#487
 26;277#1027
 269;297#1508
 159;179#962
 299;154#1240
 405;50#1410
 440;256#1941
 120;416#1530
 187;95#834
 280;390#1856
 35;254#959
 134;288#1186
 217;227#1195
 199;306#1352
 52;324#1168
 276;179#1211
 157;83#735
 185;376#1563
 344;172#1411
 344;243#1583
 28;434#1505
 485;423#2670
 357;155#1410
 137;330#1322
 76;290#1080
 61;138#662
 209;187#1091
 320;326#1775
 205;364#1547
 28;173#726
 385;411#2249
 91;349#1287
 260;151#1130
 254;474#2080
 97;165#804
 476;172#1865
 23;270#1007
 332;145#1318
 7;54#279
 310;245#1481
 190;36#789
 320;158#1328
 293;92#1113
 194;441#1800
 459;457#2713
 216;273#1319
 373;373#2108
 327;189#1382
 339;466#2317
 450;178#1783
 440;282#2031
 336;482#2361
 286;153#1205
 53;362#1290
 55;420#1473
 68;336#1219
 388;423#2304
 233;222#1218
 227;360#1600
 411;2#1434
 167;182#974
 382;133#1449
 337;317#1801
 473;499#2897
 132;305#1233
 117;277#1121
 285;375#1829
 133;339#1326
 10;262#970
 130;261#1104
 477;399#2553
 92;141#735
 142;179#930
 114;120#741
 405;408#2324
 89;30#455
 302;129#1200
 29;228#873
 23;134#587
 394;4#1378
 494;416#2688
 43;436#1527
 45;138#639
 49;12#265
 498;21#1735
 112;167#831
 386;123#1459
 499;322#2352
 193;29#796
 214;376#1614
 380;455#2417
 242;189#1183
 256;429#1907
 198;100#858
 186;410#1666
 414;18#1433
 467;94#1668
 329;413#2116
 227;395#1719
 358;287#1760
 177;483#1893
 205;198#1086
 260;276#1435
 496;39#1710
 21;262#974
 58;270#1004
 155;51#698
 217;470#1970
 11;420#1446
 276;6#1006
 454;216#1882
 452;381#2401
 401;103#1466
 62;156#719
 131;346#1337
 114;375#1388
 70;125#657
 456;329#2241
 416;31#1460
 251;130#1056
 117;81#658
 488;186#1947
 212;277#1326
 133;432#1629
 162;464#1809
 187;79#801
 318;417#2071
 242;375#1697
 416;357#2170
 431;320#2099
 449;210#1860
 63;366#1309
 83;4#418
 185;76#801
 22;304#1103
 217;49#864
 492;240#2100
 186;192#1039
 293;216#1346
 61;23#331
 302;157#1256
 76;251#973
 280;130#1156
 319;273#1596
 82;280#1068
 260;346#1666
 256;181#1168
 485;363#2471
 369;247#1673
 165;32#697
 86;89#621
 184;402#1629
 275;249#1412
 337;279#1670
 387;278#1832
 386;337#2004
 206;208#1118
 158;388#1536
 226;357#1592
 252;402#1800
 175;417#1660
 295;103#1122
 358;455#2359
 113;98#696
 334;430#2172
 27;189#774
 79;4#399
 444;455#2638
 244;205#1218
 497;305#2309
 202;5#819
 472;312#2241
 22;138#607
 495;7#1719
 292;206#1310
 66;315#1147
 34;134#598
 225;144#1021
 236;128#1010
 332;60#1197
 203;467#1905
 351;499#2468
 218;219#1172
 219;436#1839
 416;60#1471
 125;234#1027
 474;359#2404
 189;172#1003
 286;184#1237
 496;30#1732
 326;220#1466
 439;404#2418
 43;136#619
 261;67#1007
 151;495#1887
 32;219#866
 382;273#1803
 238;483#2084
 44;286#1073
 94;192#860
 335;16#1174
 336;148#1341
 244;174#1128
 194;439#1791
 335;327#1824
 376;347#2013
 329;474#2295
 455;73#1600
 405;167#1587
 207;395#1659
 18;258#960
 141;352#1386
 331;334#1841
 198;253#1218
 225;303#1426
 81;30#422
 278;474#2140
 281;31#1029
 268;43#1012
 329;338#1841
 18;439#1517
 443;210#1830
 129;387#1469
 447;187#1786
 438;275#1999
 157;66#719
 314;249#1506
 35;369#1305
 393;203#1628
 76;66#510
 490;103#1761
 84;158#763
 355;320#1856
 4;352#1238
 277;493#2222
 422;100#1522
 33;271#997
 180;224#1125
 130;27#582
 234;280#1370
 427;243#1849
 337;130#1303
 86;15#445
 437;79#1555
 341;350#1913
 118;247#1043
 476;190#1904
 346;157#1388
 192;13#781
 39;249#947
 361;274#1731
 207;288#1338
 428;129#1623
 373;229#1635
 492;169#1928
 44;346#1242
 139;499#1892
 17;191#759
 420;124#1583
 82;259#1008
 342;60#1223
 106;397#1445
 353;87#1297
 138;240#1059
 11;456#1587
 499;104#1791
 107;111#723
 433;339#2186
 54;262#986
 94;318#1176
 290;405#1930
 180;165#960
 455;270#2032
 488;85#1727
 262;300#1502
 78;37#419
 408;2#1426
 5;6#43
 93;112#683
 23;454#1576
 80;479#1698
 148;54#669
 496;359#2495
 8;438#1516
 216;338#1508
 475;112#1723
 40;262#986
 196;26#791
 102;15#520
 378;63#1338
 354;120#1347
 438;392#2375
 442;492#2774
 220;5#855
 224;182#1125
 83;412#1466
 288;350#1738
 293;364#1805
 349;373#2019
 389;427#2323
 166;368#1491
 224;104#945
 192;183#1036
 59;35#342
 393;411#2275
 195;193#1054
 381;127#1442
 187;94#837
 327;237#1504
 156;124#837
 307;225#1412
 195;22#777
 400;64#1410
 342;232#1546
 422;213#1763
 397;92#1418
 469;168#1837
 92;300#1134
 216;317#1438
 408;173#1620
 110;320#1217
 330;383#1999
 326;150#1314
 121;158#835
 463;425#2600
 60;316#1144
 148;423#1620
 403;13#1397
 198;184#1059
 412;115#1534
 204;60#834
 258;119#1083
 462;474#2777
 46;59#390
 226;237#1234
 55;314#1137
 314;67#1139
 493;144#1872
 351;472#2367
 152;478#1835
 89;197#867
 231;67#923
 134;66#656
 498;360#2506
 469;377#2450
 336;37#1206
 372;50#1316
 472;470#2796
 179;362#1485
 395;323#1978
 326;208#1416
 247;63#962
 59;389#1379
 307;376#1892
 494;202#1997
 312;54#1135
 147;344#1384
 135;47#625
 384;260#1750
 259;277#1443
 8;175#714
 92;308#1145
 353;131#1354
 224;220#1192
 324;437#2160
 472;391#2509
 19;170#703
 54;133#644
 206;332#1459
 191;13#781
 69;283#1053
 72;303#1124
 452;186#1806
 283;214#1313
 116;205#934
 164;441#1726
 178;123#881
 183;397#1619
 376;330#1949
 269;393#1823
 231;477#2047
 132;63#642
 399;138#1521
 292;392#1900
 359;408#2185
 159;355#1432
 440;359#2282
 414;461#2553
 403;96#1445
 390;410#2261
 266;289#1486
 259;30#964
 132;234#1034
 40;112#574
 471;385#2484
 339;484#2373
 146;176#932
 155;131#854
 420;395#2334
 479;401#2565
 283;428#1978
 265;111#1075
 42;262#987
 330;340#1847
 234;341#1569
 335;105#1254
 81;218#903
 277;261#1447
 207;276#1310
 357;65#1271
 224;337#1520
 330;379#1989
 114;10#535
 330;87#1231
 77;38#422
 479;373#2489
 41;379#1340
 109;169#833
 181;70#779
 47;67#424
 79;240#955
 338;250#1588
 269;29#1001
 475;292#2188
 381;146#1470
 24;331#1182
 354;201#1490
 393;486#2595
 100;358#1299
 123;471#1757
 178;171#979
 54;143#670
 471;213#1942
 21;435#1508
 421;254#1869
 421;69#1492
 117;250#1044
 270;243#1392
 392;300#1910
 13;149#637
 78;55#493
 100;213#928
 105;215#933
 375;97#1371
 338;264#1635
 88;87#609
 306;407#2003
 413;6#1444
 101;278#1096
 1;466#1626
 170;277#1216
 205;1#838
 257;156#1128
 163;492#1901
 446;445#2604
 354;376#2043
 433;228#1849
 108;342#1280
 464;29#1626
 416;405#2362
 122;437#1622
 427;420#2429
 34;275#1009
 406;212#1709
 364;465#2429
 265;240#1375
 152;181#961
 232;276#1357
 1;110#527
 214;263#1282
 105;18#518
 312;213#1397
 88;409#1471
 180;114#864
 223;439#1866
 342;98#1268
 455;470#2726
 322;209#1408
 334;306#1755
 52;79#483
 113;354#1325
 64;381#1354
 408;410#2341
 192;266#1259
 32;346#1225
 76;411#1448
 412;201#1693
 421;334#2125
 179;49#758
 163;58#716
 16;221#841
 484;251#2099
 284;299#1559
 348;312#1813
 71;87#574
 42;405#1430
 181;229#1145
 289;166#1228
 308;116#1180
 348;277#1706
 273;380#1807
 52;7#278
 0;35#181
